,x,y
0,9.144068855562766,32.883441723843056
1,2.3748098573095944,13.19495263453619
2,8.847532880534525,31.237259720809803
3,7.630621411145971,25.544961587717196
4,7.209491838976179,23.918468281056768
5,1.060867617314224,11.825948605841798
6,6.043527293345322,20.157811603063408
7,4.74806415759536,17.008766664332438
8,4.471430444622186,16.449679517349146
9,2.40375423011702,13.230020808363216
10,6.329998991107759,20.990415507985787
11,8.46373633231022,29.266990208723215
12,5.621456308170782,19.026999627008777
13,5.373548747411908,18.412293302160638
14,5.130361422465225,17.842456974824564
15,5.972987349823073,19.961086998218104
16,7.088392383461887,23.479232109519963
17,4.757036713644791,17.027503848019926
18,4.851960995711329,17.228122522916745
19,5.760740787595619,19.38808434374264
20,9.570371423934672,35.45601461738378
21,8.19665002895423,27.99511781725961
22,2.0856809947296884,12.857192289607804
23,8.695490814906734,30.43583570599612
24,7.917859558019501,26.748397340617927
25,0.7925425485590132,11.593808085736626
26,5.533422820929329,18.80468309165677
27,2.8088120648651405,13.746120118676686
28,7.211718347187715,23.92665925183889
29,8.365983630194606,28.79238544108499
30,5.757797277329882,19.380333060217403
31,1.8048863379185043,12.550013173214033
32,3.4927924134696378,14.734740228203295
33,5.11324694057035,17.80354393777273
34,8.971916332660491,31.914093055675536
35,2.765145616793554,13.688138998850476
36,5.624894659637304,19.035774533070523
37,8.767645422011611,30.81266891973057
38,4.086648816534611,15.728952446975981
39,6.71476189604733,22.19876078514426
40,6.095496796014589,20.30480517779394
41,8.469881911036486,29.29718655312505
42,3.0083291405584767,14.018591058516671
43,8.839693338321545,31.19524700779872
44,9.985211523000293,38.21404126239693
45,6.008317927095883,20.05921871970842
46,0.8653412354693779,11.655377951252104
47,4.338309063209915,16.193072696518634
48,7.679936339831964,25.74595436857681
49,6.999621137016292,23.164947469650258
50,8.216360217921807,28.08632727220195
51,3.8796714695456047,15.366896079645443
52,7.129544328905396,23.627120653838446
53,8.980191440532586,31.95981388572229
54,8.784027512535545,30.899101731062743
55,2.2949562138436885,13.09940794347474
56,8.03525613356621,27.263639793417696
57,7.242834629896317,24.041571850520562
58,9.26620098795668,33.59482507905294
59,5.5209323623965565,18.77350379254807
60,1.3548149171122414,12.097280018470027
61,1.5943847967929092,12.332418426059187
62,8.17440553900687,27.892677034213506
63,4.139218330436733,15.823692232790012
64,5.329687079308478,18.307143019363266
65,0.6115153073299573,11.44510581258348
66,6.885626795597123,22.770675487836627
67,1.8567242774728698,12.605236699304662
68,4.420081019532562,16.349764208979757
69,5.657808551304057,19.12012567252969
70,9.135140282013284,32.832216316192344
71,8.11711029193072,27.63122451992993
72,7.056187153523758,23.36446952395201
73,3.2707070787664305,14.396512133168699
74,7.495546986016968,25.005989236943662
75,2.6966110780338903,13.598305529220669
76,7.851617253758518,26.463757108248096
77,4.597246614179717,16.69954605097162
78,5.5530548142288065,18.853871126784654
79,4.547836538790015,16.600554888583666
80,7.562041970581285,25.26922104169605
81,1.3086875310288049,12.053476859045075
82,5.0471458917558305,17.65468295902567
83,8.986844732304279,31.99663727553598
84,5.801634488858571,19.496317168795038
85,5.51951929491325,18.769982069395304
86,9.465558823446898,34.79989735892627
87,1.2154587533408812,11.966354075056003
88,3.458751580291043,14.681767730626193
89,0.7538159909553255,11.56147322644518
90,6.318959777624034,20.957302824855653
91,2.035509916860284,12.800838947909181
92,1.124088175638145,11.882764250406456
93,5.373066494698299,18.411131403793142
94,3.3698381485001825,14.545349168560918
95,6.293027123430221,20.879846968243104
96,7.629179447512832,25.539118869182396
97,0.8023447073870893,11.602038279587397
98,5.4709989499944935,18.649749927612525
99,5.542428136729633,18.827218329417196
