label,value
P,54.69433015954979
Q,82.66794864363555
R,48.01450837352259
S,88.77270634908287
T,53.26078224731353
P,80.62610985900437
Q,83.32522589357318
R,55.16369141705339
S,57.160868372155036
T,57.672279146611025
P,66.08836310420537
Q,98.71513506064801
R,27.068293956662078
S,88.92651054893166
T,93.4633377010581
P,70.54314758394197
Q,73.26496873408769
R,99.04044104965685
S,80.38487997630163
T,13.332344180511157
P,45.089297272225615
Q,58.21508786216022
R,96.64032070608843
S,12.392620651164036
T,38.205151408007644
P,78.84357081688168
Q,60.45388558034229
R,26.531213942320175
S,18.60199323132471
T,43.41036208552733
P,33.2114009228005
Q,79.6529947502651
R,59.4325083127721
S,68.93078334706064
T,50.81410466336147
P,28.321999960851983
Q,54.15391176468638
R,36.30496512221535
S,59.494794041679704
T,75.3020719590822
P,54.73366927439151
Q,27.706084027991125
R,54.87842529426295
S,31.65023963477531
T,11.875597003845023
P,34.51473585942988
Q,82.47975522538736
R,43.06545580070356
S,57.370730778930245
T,19.50159932092688
P,18.076999103460373
Q,17.914499197749976
R,51.842256612234046
S,25.994123502853476
T,22.166812831769057
P,54.73658564678681
Q,36.65851671960061
R,72.92393370932007
S,53.85487904812306
T,76.72027791994006
P,14.13795193032508
Q,75.38325789053953
R,16.697046774569547
S,60.612308133891744
T,82.24341476757519
P,64.67334667858191
Q,97.2716005642207
R,36.55070183602315
S,57.64814088318301
T,76.69123250345665
P,67.27687404937102
Q,41.31894061726192
R,35.492250593299104
S,45.06595515382644
T,82.58144842948155
P,36.78586372150039
Q,39.63102196149666
R,49.551866525593546
S,19.764191930755395
T,60.399649891235725
P,48.623343977695896
Q,44.85522798292076
R,10.093362127695599
S,37.3758885260239
T,96.05743941074638
P,85.31440268530812
Q,28.284830786171547
R,20.655256571074585
S,18.0525442984059
T,27.805177749580203
P,12.808548370165997
Q,24.71127242346578
R,97.68818110009902
S,76.48933010181636
T,53.40327789583297
P,70.688317498848
Q,44.10284058621001
R,83.83567714730259
S,25.31848795758733
T,41.91469577286965
P,89.9245132354014
Q,76.88023510937049
R,53.18746385546213
S,39.68019234279599
T,68.79217696735762
P,98.46476369644249
Q,20.66184862488911
R,44.89847813018443
S,54.07551946715187
T,35.42311807719656
P,64.92868133037206
Q,14.837010787334789
R,71.74336616263732
S,19.21067302625402
T,98.54184291293892
P,48.62418153670093
Q,70.64671318453105
R,78.77249628926744
S,10.485577243231823
T,92.46628898250769
P,61.02488617213113
Q,84.13955824468337
R,80.37900005347974
S,93.98200684383194
T,17.99039885729684
P,80.89922066947969
Q,12.746157655237997
R,86.10067295942166
S,33.62626508085813
T,11.827888419208328
P,44.72365405406804
Q,98.12356078156395
R,59.37871799716502
S,65.79178185736977
T,50.0007334062226
P,20.41849225371071
Q,17.72186333338924
R,73.97951069915115
S,47.968580034836016
T,26.321421394055058
P,34.74404324067412
Q,97.79408906929841
R,84.84351350961659
S,14.640084762204657
T,51.599569759085924
P,70.96817587640798
Q,29.01172440696416
R,36.02894006328055
S,14.560355932086932
T,33.33295331197844
P,79.3543138853962
Q,59.28057641340874
R,73.78234468006733
S,51.18161174774664
T,17.3060794127991
P,12.656358173408956
Q,94.7853036898107
R,18.50666026980472
S,83.45124607941781
T,81.37256352657218
P,83.63211803360517
Q,57.0126033115773
R,84.8253136338599
S,92.73645750696298
T,82.27258217898272
P,53.44934295173485
Q,69.4189476987658
R,55.08204725999792
S,71.37801593647805
T,14.550867421458832
P,21.888349971235105
Q,67.16932135484458
R,17.36726697783658
S,96.69478902399015
T,97.78457021488678
P,69.88927015757497
Q,26.806144306860528
R,19.97697139582963
S,68.19280230137548
T,70.84418323147891
P,19.49667232519147
Q,58.32151609345271
R,79.97650795722271
S,51.43063132444216
T,43.885684813944586
P,13.582475775591139
Q,37.786802409606935
R,56.36264025797358
S,72.67763269411516
T,43.67405424839973
P,96.22354023402971
Q,17.415093563672325
R,60.38536810012089
S,23.846052930574302
T,63.62324902736769
P,98.22967450409858
Q,80.6034927968833
R,73.95827294145154
S,28.987614293803293
T,81.3077448473392
P,22.836884775348306
Q,63.47000405294236
R,80.84132109751657
S,21.894384032657456
T,90.5441016739707
P,16.021295191267185
Q,75.64158084731203
R,97.48171612052796
S,90.94376103758339
T,39.415078241538374
P,95.45491242326956
Q,70.74967501679359
R,57.067378750690416
S,31.26681591617912
T,33.46522637428497
P,23.19081895786852
Q,10.442940137674059
R,10.797276129861592
S,79.80805093305655
T,26.33482510070539
P,45.25109310492912
Q,48.154973006130554
R,56.49621388917654
S,87.8504946260182
T,22.912272502167397
P,91.24329774254352
Q,67.56189058107623
R,48.76610141327955
S,57.78237931603027
T,97.05400210357351
P,60.04779063899259
Q,84.4064246430581
R,42.77471064755262
S,54.9737965177881
T,66.03686370549077
P,75.01648634477415
Q,53.05725912426701
R,87.42182552952225
S,66.51005253134784
T,69.4509137748506
P,81.9253838919658
Q,43.94274391735435
R,52.230260098339784
S,85.8125558526823
T,60.02643223940384
P,77.96087879761885
Q,20.48461135475435
R,27.425727589099235
S,55.56972313993799
T,10.842685360247225
P,67.2440577282671
Q,43.02116846682739
R,37.84120893654023
S,22.58767406430484
T,11.050919423449479
P,19.645838055387824
Q,38.90738573749918
R,55.88983563842034
S,93.43976729379165
T,84.08056803925544
P,13.986857813788895
Q,99.2035504774549
R,71.80606551575777
S,39.86545910396674
T,61.74290493014933
P,81.15922099872253
Q,55.682245924376
R,15.307685917008108
S,95.09831881919524
T,39.23877971471446
P,90.14425346945845
Q,39.27706924854658
R,76.66980999628346
S,28.157712779279635
T,42.34950492483296
P,24.499235976046933
Q,81.41038129308711
R,13.018709071432767
S,12.551524081934685
T,71.32199083074417
P,87.99723944666997
Q,53.73996511275529
R,84.60551160700817
S,81.35318264148104
T,13.797891328709206
P,22.78791017354386
Q,52.14345935165172
R,40.33253361192483
S,39.70539758908083
T,88.99073473126604
P,92.8573919653815
Q,95.4267153462994
R,68.36283524787973
S,22.835636737339854
T,53.15640018010202
P,67.55819816738881
Q,18.145380031834414
R,59.106127672539195
S,55.48897501444511
T,94.19002143657647
P,20.29809451794195
Q,64.95912692544304
R,82.14265571169568
S,46.6703199144597
T,68.96470802404568
P,76.96754146591712
Q,45.65025435586547
R,63.19929490023189
S,55.37525485710603
T,18.728314992854354
P,54.78800533765232
Q,35.81136318813863
R,17.121439313996447
S,57.67342988993526
T,68.51671135368616
P,14.810270210166909
Q,14.601771583937099
R,65.82208000930157
S,37.290814080884076
T,94.34043907167207
P,49.402168965754434
Q,70.10262001415995
R,36.727632941832155
S,18.08963799456905
T,14.204263168100756
P,50.91897793535803
Q,89.88815273947817
R,63.71933644343253
S,79.42449411491903
T,30.87121586880708
P,78.77936566116156
Q,72.94270800472628
R,40.45695583496397
S,64.61433594913404
T,21.315922824750512
P,28.118450762327075
Q,35.784722292056244
R,63.207540511923305
S,55.77082190442881
T,25.98563368565919
P,32.74591795630036
Q,40.63789734059268
R,75.73367026976243
S,34.924815538972
T,95.44707856617276
P,61.31447711351095
Q,53.30533305810313
R,38.87192505773221
S,61.013497489187166
T,47.87643687479705
P,94.56909783008736
Q,19.708873320390325
R,99.34756763523677
S,82.07643661798802
T,85.19053998094297
P,72.04847889887384
Q,33.747170131060614
R,52.73676230139127
S,20.872898223170246
T,40.813122238624
P,56.98764865950052
Q,45.65499013146084
R,84.05929803674628
S,14.848302245661724
T,21.799426961245807
P,12.779519380484832
Q,29.194103115704408
R,41.66789145349148
S,21.661857419490772
T,11.011748365137198
P,49.76490068664074
Q,98.76269775837586
R,23.018217111760144
S,45.2971320772069
T,48.28418830543457
P,99.65660857307992
Q,88.87578336944182
R,79.11501000968214
S,18.458186402940278
T,49.98079969900951
P,63.731184664876444
Q,15.489073375849905
R,94.07225862316658
S,87.45646775453555
T,45.16232316715875
P,98.00450813468947
Q,36.75779341696126
R,38.422132371558504
S,17.446460167487793
T,41.60413279735391
P,83.948970101021
Q,92.43256627998093
R,80.69079088935936
S,53.546908174506505
T,98.39415445928189
P,78.34479274962234
Q,48.11280175482576
R,66.97579100737016
S,85.66657522177094
T,13.672491515361667
P,84.10847551878801
Q,48.07257556893805
R,92.87322163920142
S,43.876851859129744
T,85.91110948785655
P,30.684294074912394
Q,31.07342191357904
R,49.33109546867017
S,18.096259668297193
T,70.10877624299316
P,62.40300395298972
Q,84.69542582598447
R,72.33837335365585
S,43.28635303972316
T,78.83429402655328
P,47.87451200008062
Q,54.28347377781437
R,13.084028353185449
S,24.107413140294454
T,40.43415935149389
P,92.63425838053573
Q,51.374006473120176
R,86.61044516439385
S,78.60305786054761
T,17.447406072906507
P,70.0465348434353
Q,77.9065373576659
R,13.112619774551675
S,25.709155939110687
T,20.782009133219674
P,21.36668549542876
Q,66.63518803935597
R,34.104266385823685
S,76.90496192725705
T,80.98595993584058
P,74.85528702291761
Q,47.89319373297417
R,66.5517724625976
S,36.31286514215097
T,30.214121894212145
P,51.31851116890659
Q,56.2858649808335
R,33.68088899719814
S,46.82076228058813
T,29.305890944820682
P,98.1409559979283
Q,17.741709031776303
R,12.76303371517028
S,27.690317695658806
T,45.05030617448375
P,85.71837682501689
Q,34.15641646619562
R,37.73456552586522
S,71.2076075339129
T,43.146023294647264
P,21.28367447777047
Q,10.888342010537853
R,61.05889310176524
S,76.83429494575002
T,18.844701888420282
P,70.79661169327987
Q,16.863025904535462
R,47.11145207027805
S,61.93735366249621
T,40.16807252917763
P,15.20398771528859
Q,83.42419487997941
R,60.66061437475365
S,80.70171025009702
T,36.566397595954626
P,16.86692469193263
Q,10.912527069433377
R,63.42689388954461
S,31.891932619286926
T,53.17068755748444
P,39.86652059808179
Q,59.73304385882528
R,60.686070808051525
S,15.183053876060036
T,88.08984680482496
P,96.75987668396404
Q,92.13518256034978
R,24.615847816665465
S,74.52620702876759
T,91.96277162218918
P,26.717607165283475
Q,92.75532303813819
R,21.453091299895775
S,53.419260193521204
T,36.67634457290767
P,53.26484669496332
Q,40.30335477896167
R,98.91009240679384
S,18.340126633307
T,49.60758360268147
P,51.02175632787283
Q,28.7314661473576
R,28.572803334478277
S,26.5988953296552
T,22.233392733959207
