label,value
P,97.24182132198072
Q,88.29175337973854
R,12.907427713668872
S,46.89665999194483
T,36.05619957040073
P,61.625486053877935
Q,83.46001715913849
R,82.65372433048428
S,32.888463722472984
T,39.89573271097023
P,61.789274643022296
Q,63.94151734296235
R,27.717814944931767
S,11.141373914876432
T,88.40991410465682
P,43.767011535158886
Q,35.40388720339094
R,61.60710718231519
S,14.27934279323865
T,14.900499564203631
P,11.557055589183225
Q,50.199793143390295
R,60.364715711202074
S,30.733035232976682
T,52.293010291900536
P,90.92712009423873
Q,28.607072185147274
R,91.91565972013296
S,72.58528880633014
T,67.1248557884694
P,10.675956971343943
Q,17.77898380633994
R,88.28031228383963
S,95.59787036959003
T,68.59045273957287
P,43.31514586761027
Q,30.470534028282746
R,80.97202573542988
S,58.01055500356467
T,79.57003993627447
P,70.29049583415697
Q,56.541076365629735
R,18.63451106661023
S,68.82670381876785
T,70.41529006664872
P,26.472739478453747
Q,52.93563718530543
R,38.78812558376499
S,75.10263774831262
T,89.66950760420443
P,45.12228435555956
Q,62.005630326322944
R,45.52269456744075
S,99.07211089320471
T,61.82026874767021
P,64.25488565246836
Q,38.48033834424283
R,23.119602701294895
S,47.610308152650596
T,96.25368580688531
P,21.498178006108837
Q,75.81735494957086
R,13.474962713910468
S,23.57860162038689
T,77.95629130118037
P,73.90459232425324
Q,62.33755708224018
R,86.62757653374362
S,51.379267930384614
T,37.310970844807215
P,55.10531193124728
Q,92.78532688498954
R,15.217154610481133
S,62.5894637079875
T,68.62158658122874
P,58.10205930838453
Q,41.40883552352401
R,41.05277643841434
S,57.89474573985918
T,10.75274123473531
P,54.902906420769156
Q,58.729095913391006
R,21.352803538826137
S,45.05103386861981
T,89.16649296783542
P,44.62845975137578
Q,10.689886548981784
R,52.707292383729666
S,95.57366974516246
T,70.98573091445427
P,21.81254970375258
Q,95.03226100972623
R,92.66157329028857
S,50.9847715431833
T,77.6700785510722
P,40.392327585540116
Q,53.152426485340435
R,54.308397058225474
S,15.226412855475552
T,20.659750399020176
P,25.851600674619622
Q,35.36434227691276
R,19.860901224710915
S,87.39760996727468
T,19.444468335985853
P,73.00928472790186
Q,21.14270140492779
R,76.85439449446007
S,11.1013713465372
T,71.05698374534141
P,64.551487510088
Q,74.27595960990092
R,95.43938791877856
S,26.59327505539637
T,55.66754180155818
P,96.73459430569353
Q,54.82664309599729
R,99.0801296358648
S,98.03845266707063
T,46.18972227600346
P,55.55719622812005
Q,20.98157532979584
R,80.0617161061691
S,10.538007557308337
T,76.07247025156373
P,92.25573696687646
Q,14.386267590086426
R,62.58022526058875
S,48.02978681380636
T,62.568192970477426
P,33.30863290972963
Q,89.27895907818986
R,58.516694396410585
S,64.55439952386408
T,23.753721958445826
P,93.57412546214515
Q,86.4237501372182
R,46.14826059337451
S,18.179875949677758
T,80.16048391731766
P,89.08411538232913
Q,56.470562704496096
R,19.734644694876813
S,65.69218026090698
T,22.42363304086066
P,57.77081510874831
Q,56.13277568922791
R,23.564033264288334
S,16.158457776147763
T,20.547990981806635
P,98.75875457507432
Q,19.19500971185211
R,42.084738004603416
S,12.750076768127645
T,68.51918961437033
P,84.93727111311168
Q,87.98996287547511
R,91.74319325934238
S,25.720544509139376
T,50.81546367548286
P,51.35273550625773
Q,58.84663432969045
R,98.9759093709433
S,27.1935577975667
T,77.69922636989479
P,91.12042924388608
Q,45.54330704641424
R,36.97374659586949
S,97.12141620748682
T,64.98678550113718
P,58.02350596578317
Q,32.90988355670155
R,87.70451897245104
S,58.39299900177942
T,67.10424087910185
P,92.4261228558125
Q,12.38003768159291
R,54.22380364579829
