label,value
P,39.52119926634086
Q,57.77074157536269
R,67.38002538047127
S,21.684337887669408
T,54.96627892060955
P,24.433950181380204
Q,68.94073606051197
R,23.230003442523177
S,75.07363472163847
T,44.65583767851246
P,77.74745424962248
Q,72.52987105886369
R,72.2828726557634
S,84.2032045843547
T,27.09811828312084
P,98.99219048838364
Q,24.198629005328563
R,85.97031871060386
S,36.01215765642215
T,72.52448872288868
P,64.33927589040599
Q,14.338454191955378
R,19.741392773027997
S,82.09553777158493
T,73.6521773606228
P,37.26797603557529
Q,83.49058244865597
R,70.14736212461199
S,37.27975696495697
T,72.75128166052822
P,21.944741274475533
Q,12.315503229444992
R,71.64508698646671
S,34.72637383203028
T,52.48743932840088
P,99.43873381827069
Q,35.281637551740225
R,80.15977954501739
S,49.42586258714549
T,99.5509130726935
P,60.638936810879606
Q,27.278478809033434
R,44.45420770962925
S,54.9069064367773
T,76.77778917328754
P,33.45154299166909
Q,29.69773268311522
R,60.24128940583003
S,66.25321370184048
T,26.788810709811514
P,10.99504898367323
Q,29.153129339270958
R,71.10585301573445
S,64.61420411636594
T,42.687806195745445
P,25.280074603643616
Q,37.87513787666474
R,99.7887499712426
S,89.31659418018269
T,54.090973344569996
P,25.496757012328093
Q,20.229889144657626
R,92.10823331550435
S,62.98773239184392
T,80.9676785915504
P,53.27203084006969
Q,11.36852020077091
R,61.42987966987157
S,76.34361531643928
T,79.12946034901823
P,52.827430677905554
Q,50.219883494935985
R,76.9515898969582
S,63.08207257587266
T,39.62282560696201
P,41.88878196117223
Q,38.03675634518992
R,33.21992458553955
S,61.83773323745289
T,51.62119624037292
P,55.83056233598334
Q,75.93931530468545
R,58.61888904938856
S,38.98344943960223
T,20.815655705467652
P,92.90025125493023
Q,26.02405837171538
R,72.63345167853214
S,92.2158185107673
T,91.02565363386806
P,43.750160141440176
Q,74.30372608398984
R,21.422684807132498
S,67.14712045577252
T,42.83007390861274
P,28.399552448334102
Q,92.58749532520092
R,74.80757763332797
S,62.83488472221278
T,62.357558826565146
P,95.82395880374439
Q,13.591150327449862
R,53.98894739790743
S,30.78909192742005
T,52.80307079005808
P,35.2826534151716
Q,66.10464681070312
R,78.86367553029741
S,52.52356933242869
T,15.954233868663842
P,90.61063812639858
Q,88.3483442013012
R,17.199528494899724
S,25.815290368889542
T,69.52782433542758
P,46.06166227683575
Q,46.45967661900314
R,25.719395919923926
S,94.38833020233913
T,70.05223779607944
P,94.85376696621958
Q,32.144087099456584
R,24.33469809160878
S,47.09433319344277
T,44.295774849136706
P,85.42551141336983
Q,35.381448394094406
R,80.3255105714539
S,67.35379178799163
T,84.40635851112116
P,19.094806616692743
Q,45.213492308954216
R,87.26244060507017
S,27.73263876858899
T,48.44212235955074
P,13.894151037829374
Q,30.738818523939845
R,50.86615202332046
S,28.9127112396133
T,31.43903880753688
P,29.35860899923498
Q,94.042791033742
