label,value
P,84.0749988810132
Q,79.85822214330624
R,10.909473371026817
S,28.96273915027437
T,64.06604522772639
P,97.53818327764216
Q,21.207958431925313
R,81.45073752500289
S,40.407221446582184
T,92.22204855330455
P,33.18409131547002
Q,38.688220270171065
R,48.10530769182624
S,52.94691796828213
T,74.39735787712057
P,16.610224756596892
Q,93.52134208077365
R,91.92005754276907
S,31.68417142044552
T,34.21318829758174
P,24.45642756078043
Q,89.76440530378063
R,61.73023104548287
S,95.33313681634293
T,93.7938954326806
P,54.375045120379134
Q,48.06611384492082
R,45.57402459308985
S,53.180482246618176
T,77.57650929385454
P,68.84325062490464
Q,91.96306245143403
R,79.1755265167812
S,22.69093809382216
T,90.1381089100019
P,77.34799698473846
Q,35.570309734345145
R,62.88032293217075
S,26.280628801999537
T,93.82943510033766
P,94.45519099236533
Q,39.89830476528603
R,91.85177329592699
S,37.64314396712972
T,71.19570102252789
P,13.828540765482881
Q,46.81772406563236
R,23.49470097290989
S,49.998057369327064
T,51.475522928869815
P,73.5769614066202
Q,38.918768909390025
R,80.35590369236493
S,78.95941803057933
T,24.022159501223154
P,43.83000163725103
Q,70.43896477722885
R,89.90515642633929
S,20.296300550385432
T,15.939401822908216
P,57.25061398796976
Q,23.418960076433336
R,38.90196835818061
S,11.569282633929387
T,37.32553155904817
P,52.8866807462445
Q,87.10787377164114
R,40.422926217813945
S,63.36471491186096
T,16.5510851339544
P,34.415650991162465
Q,26.393678732486404
R,34.94021727624714
S,89.62739960010504
T,26.741387431443968
P,20.78199293003577
Q,22.18041370985502
R,13.848277025642775
S,32.84738678001237
T,50.31352016300508
P,22.23997309949087
Q,78.1166044299766
R,28.15002966541962
S,43.83678116228178
T,80.33779640288556
P,82.31860360763719
Q,53.05321227930822
R,54.53004173372973
S,12.403922967826052
T,84.5638035676273
P,59.24237179982124
Q,52.5180605522138
R,69.74961063178517
S,11.109521584681676
T,13.892490281237407
P,60.68431383398289
Q,95.21150146999226
R,98.56378252814984
S,80.11196326271951
T,31.583603654135466
P,61.094366581379504
Q,51.51928533204181
R,52.15204144157405
S,58.40338308139021
T,17.865396533964848
P,20.824257271095664
Q,16.763196967571435
R,59.45364424722081
S,68.28093850368575
T,75.30413618661242
P,19.406713019949994
Q,57.35864733707848
R,23.265990907011115
S,41.13015426240687
T,55.799383349221934
P,92.74141804538992
Q,21.0519017561343
R,87.92485840695952
S,12.904601349542322
T,57.78718300374652
P,72.56051924441854
Q,59.61905137543858
R,58.03432496799051
S,69.16906730296523
T,45.44010314126379
P,31.37251538583924
Q,84.09599041540955
R,33.752774792651664
S,79.17101045409888
T,44.35206447669119
P,87.93793378685352
Q,45.89570815496237
R,22.354393174224896
S,81.43001223897537
T,38.4165032670763
P,36.520189017100904
Q,33.567616967651645
R,47.05079894810042
S,91.2425951064433
T,87.92141225288087
P,47.61724272147789
Q,89.04120786641076
R,86.29653847746995
S,51.7050029943262
T,27.39902795345101
P,35.3011985435667
Q,66.58289752025325
R,75.27647244122086
S,86.11057245527212
T,94.13145467429193
P,76.48049208613796
Q,12.554353760254076
R,55.57265405405543
S,11.631065897896733
T,32.57317633852629
P,89.97202899618856
Q,19.08814142549201
R,29.217186368956792
S,77.26018402654462
T,26.969170000413943
P,20.865160633314993
Q,99.8665794673304
R,30.498175769125567
S,61.208980664567385
T,15.43548515365974
P,41.79037504756391
Q,20.510669619782362
R,91.66400415331627
S,71.805732395667
T,65.40949394487419
P,34.39987719115949
Q,75.75478026874109
R,26.26816693339055
S,15.022207129571461
T,90.35781775414077
P,63.150545516204666
Q,12.30501326423864
R,25.63868580083594
S,64.07474586036031
T,69.99766184474746
P,75.51058744627097
Q,22.568989151833115
R,38.57044869063055
S,21.78085605244035
T,21.293967202395816
P,56.1047493332595
Q,28.91339966026979
R,34.03286341855453
S,21.113640239888866
T,79.5441649377642
P,63.55966280192581
Q,17.69224075025579
R,71.63605889350222
S,17.60279715926154
T,43.173278589074044
P,32.46285623617423
Q,54.7725642542618
R,24.115178010699236
S,57.25951577598505
T,18.5971476915339
P,28.46986147316771
Q,33.644166238991964
R,11.3277575168239
S,95.131911198488
T,59.94011064792119
P,26.173688176331147
Q,96.22750069357336
R,54.2391888322944
S,73.7148733753146
T,93.54520781163491
P,87.8968487606685
Q,70.5855468417007
R,31.37385365461143
S,12.67090700146582
T,48.287116556927934
P,16.476477734617013
Q,58.359381823540225
R,87.84167319488978
S,36.87266064311066
T,25.373990877274753
P,20.26474116153292
Q,85.73232218483913
R,74.39193560704895
S,81.32189315583331
T,40.44338687716196
P,12.726688359035196
Q,28.845927883903038
R,41.010106887358106
S,57.71827341972668
T,76.29992413969131
P,41.61102253068552
Q,51.975722309297
R,48.35079029123659
S,13.676443207537652
T,60.5892344627096
P,13.33838374126616
Q,58.717984223172344
R,22.33834651648692
S,92.12689882008718
T,33.41165746255464
P,22.178082464471537
Q,63.69638314056659
R,64.4053600905681
S,26.654419731898688
T,69.16935855144644
P,48.628598498098285
Q,14.361472520110393
R,69.9891125257243
S,64.38323744134435
T,38.94908872889441
P,82.66885407358095
Q,17.061928342748068
R,63.45632862993747
S,34.778164455862225
T,31.5332522359973
P,92.02236663182188
Q,67.49076216292985
R,53.275289301654375
S,24.88552297851904
T,85.58272007270166
P,86.12344904367575
Q,54.891077930852255
R,48.901966831772626
S,80.3011745709838
T,83.52744828673924
P,50.064197418974686
Q,25.061692819838076
R,78.61611118283378
S,43.07591258254508
T,18.698833088551062
P,98.58536167648718
Q,41.09272434337803
R,95.25267038115611
S,32.63163557410304
T,34.40012633167484
P,65.94732247837763
Q,90.52071365260312
R,66.43809501604323
S,60.713079351264035
T,24.452921224508373
P,69.29973686540708
Q,34.143439462587665
R,34.11076147136927
S,66.7700866129518
T,74.85518503112807
P,55.47810303085156
Q,11.76644989416542
R,25.31205472549291
S,99.67075957993835
T,46.634094131158825
P,13.963278593143219
Q,47.43235839209575
R,53.59159014116683
S,80.0710635466774
T,81.23349544729189
P,25.563877040976443
Q,74.67147815113557
R,70.87857593045786
S,56.29936052274924
T,66.3063303340931
P,72.21561152754101
Q,49.44115023495212
R,13.656598322647298
S,75.26955459899241
T,46.92021559041703
P,43.81892762109089
Q,46.46344691782054
R,26.992242746221063
S,20.389622247946072
T,84.44148969406612
P,57.0177706089263
Q,64.61687571012742
R,36.21636990077643
S,60.922244958709655
T,96.22612568659358
P,22.78633966968556
Q,89.37637827593954
R,79.94272032267715
S,39.89534164483197
T,79.58957782098778
P,35.20978224033294
Q,53.876585748811465
R,56.45810964906521
S,53.64037484308186
T,71.93865944847511
P,43.78991082406785
Q,63.83539265847721
R,59.51206701963939
S,14.190167728104846
T,74.97812625400236
P,98.9720594167595
Q,91.75187730994362
R,19.970694437574952
S,28.723647290904182
T,41.693340441307576
P,72.50728666030693
Q,99.4287438887992
R,83.31729883513925
S,65.81169756471658
T,43.30153556050837
P,34.93385609805699
Q,47.320948092578384
R,68.37308960401725
S,11.84480401527193
T,69.1732830147377
P,86.32426329163728
Q,25.811256270602723
R,22.172609163828255
S,31.708109864935007
T,28.325694259241722
P,34.047328394891906
Q,80.1120547259283
R,26.51884617091244
S,48.514428189861185
T,86.39119482307171
P,54.621003660532224
Q,96.09036717121782
R,80.81331245534429
S,46.707155411877466
T,23.785459545160116
P,41.78623026967965
Q,97.35536304855479
R,71.18460585241723
S,50.867653171169074
T,20.813493484356314
P,60.55764460112686
Q,91.0852296103149
R,95.67459963306656
S,91.77817562986462
T,53.82147398823014
P,32.180549017395904
Q,89.0157990679728
R,22.984693034399157
S,92.7411983527821
T,55.81306047881169
P,32.35720172649713
Q,25.65202936376893
R,75.92009867514263
S,35.93798842751812
T,46.40426015804291
P,32.76590928649792
Q,71.20258563986418
R,93.14830904632953
S,54.68746712769145
T,52.567781515261906
P,27.467345443875306
Q,48.02347740344718
R,88.01353761995996
S,72.01770941408707
T,98.81890500643554
P,76.31082825042905
Q,50.087346378785064
R,36.98102003778714
S,68.73065783336807
T,76.15359201525298
P,61.10989864414443
Q,66.46837552251625
R,58.51141431884655
S,62.219467281614655
T,44.29375890767799
P,59.44790833148215
Q,75.67956079516473
R,39.49602717819208
S,90.86362817098814
T,30.619805723314403
P,52.52086966158996
Q,71.63171101815544
R,67.03489122850365
S,60.5211231183182
T,75.87695271324469
P,11.64219056442126
Q,36.600362491269706
R,89.33145952809936
S,51.83641252797423
T,63.194140125473446
P,77.00546218988462
Q,37.9156889212786
R,96.08553606682216
S,10.292239346462335
T,52.3434082006291
P,15.08476549437809
Q,24.287027185393967
R,64.45626557780864
S,22.501753822246307
T,62.63934653778498
P,58.94381570986336
Q,75.84135618343865
R,46.8147972214678
S,66.90039623104889
T,77.75707351921126
P,92.05921271408573
Q,62.24448146867033
R,60.62139508559597
S,16.631905058409764
T,75.65221833842027
P,29.33240584123067
Q,20.09690642526912
R,57.42191714960608
S,56.93185243681028
T,19.435960319898943
P,73.7364448027356
Q,82.23839836312382
R,25.762166243925876
S,60.39380330745996
T,87.18895669048811
P,44.70993062616061
Q,51.07405270440126
R,21.188851001610384
S,69.11563981875668
T,40.55324584280251
P,89.54066983280973
Q,95.55703558950046
R,15.857350598701052
S,93.1215112018079
T,58.7006616691734
P,94.39579826844674
Q,26.0023161750231
R,22.78650432745356
S,74.67317040617287
T,68.11047873366024
P,91.51477160611144
Q,61.210205205575754
R,86.07464044123144
S,40.53251263442809
T,62.157915823705174
P,42.50191431764421
Q,62.04021085856042
R,13.712232875756795
S,49.71206730265257
T,84.32333338685268
P,16.901873365952213
Q,81.37771163812613
R,27.096285034071744
S,10.736840575741237
T,80.5181838666355
P,10.802827674711816
Q,34.78682807070483
R,73.7895453739234
S,94.41200530605019
T,47.887493078323466
P,22.598048769625834
Q,36.02503566529582
R,77.04777391806306
S,30.772085784712033
T,16.529601694511452
P,14.42830106596519
Q,39.14344158466781
R,84.87675865871029
S,26.812831182085446
T,20.68796937545237
P,60.69781983263371
Q,83.98528894392163
R,43.343405585254466
S,36.74073896782902
T,44.87660483255245
P,99.60131177664087
Q,16.13391995944901
R,46.58701511309461
S,68.4378793166093
T,84.1639172636583
