label,value
P,64.19529878215987
Q,23.682310784908363
R,90.47766858272111
S,91.97024943947306
T,94.59014197481419
P,38.729604325931696
Q,22.708568049785697
R,46.2846236809906
S,96.25272135931797
T,51.637598743855804
P,34.99658237056327
Q,25.92201662552052
R,50.92992612192496
S,42.890408034002604
T,67.07358411623042
P,72.17800465799988
Q,86.0788540205222
R,17.229540548901028
S,36.43274555564849
T,48.56000493975471
P,62.98746182828587
Q,94.11096410948349
R,20.769234077519695
S,33.862364513124774
T,90.41295098104935
P,32.152039180198095
Q,46.85640840648011
R,88.82279531480253
S,68.64770885870087
T,11.201236587514494
P,92.10626716531054
Q,62.667690497476514
R,51.02592672796546
S,42.20854102362124
T,62.944333365642905
P,50.0936803779186
Q,67.40914383375238
R,23.050202440684416
S,25.403558588327183
T,78.98113483151992
P,56.27673794146952
Q,74.38387235753531
R,68.2891199057689
S,19.338158069237195
T,12.935187648950382
P,44.09466321951985
Q,59.59004115273309
R,71.40153568392412
S,54.59378847496747
T,19.823821641681796
P,61.63046909978091
Q,52.948291331390465
R,27.720349436605172
S,84.2448717155079
T,69.67969816162704
P,56.45395891112485
Q,99.40501398136357
R,74.98876176392451
S,11.699088818008768
T,55.49156083310828
P,58.85506829045326
Q,52.08086861502836
R,36.04686608080815
S,84.77958769318613
T,50.71859743461451
P,90.72676283536984
Q,45.98639844499634
R,83.92807138803873
S,31.187176613275426
T,94.05520165095692
P,57.405469565730805
Q,28.34368824302159
R,42.365142922621494
S,18.336561717980903
T,87.62491612661171
P,48.28129383733246
Q,97.01638460140438
R,19.260324522978042
S,45.463127538093396
T,44.65168918707393
P,73.79100034168079
Q,22.191974215170525
R,32.60883909736065
S,46.82893347295332
T,35.72674569638991
P,58.537212157592286
Q,77.27549127294009
R,16.806791414520262
S,69.70454976228064
T,26.190527746746092
P,93.23297771374371
Q,50.672879318437346
R,37.30403800864923
S,52.08207646277277
T,87.50866224416501
P,93.86778448681
Q,67.3629337132087
R,27.98570250943854
S,30.148245932095588
T,27.92551648273909
P,58.217191002167795
Q,81.29277663516955
R,49.8261040815093
S,82.29187615040577
T,89.25647827413755
P,95.64056413740292
Q,95.66974737693928
R,93.39363078764852
S,19.014762763722764
T,64.5014380172677
P,13.718810626071415
Q,69.86944425264068
R,99.58820673553629
S,50.50780584244681
T,72.9211683180748
P,67.85685924708356
Q,29.51562391151812
R,16.106727136254342
S,96.38043253921188
T,91.45643814748752
P,94.28441449291826
Q,68.44531856161817
R,32.61071374828401
S,27.326857609326822
T,66.65081139710281
P,93.8046784808203
Q,99.51425788409419
R,98.56583304820332
S,47.99334422510089
T,71.15301939509408
P,42.88584196342102
Q,38.59182576038411
R,76.61801518563797
S,42.75731811893877
T,13.70766723136944
P,88.52921821873147
Q,79.79902727169488
R,98.8563730710384
S,86.69700006406546
T,82.48170743556035
P,40.236075113536245
Q,24.54720895202626
R,64.02115648814875
S,36.165641325187906
T,61.78339651880812
P,42.5468924507076
Q,78.91684433923288
R,69.11633697195876
S,39.647288896295386
T,52.428480488459535
P,82.72453952037023
Q,43.017155649660836
R,36.78969510240901
S,64.70334824769833
T,76.44517332621864
P,86.95578305024159
Q,46.32062427801743
R,69.21170998169737
S,56.705885473720585
T,69.0234372119696
P,31.033856868763106
Q,30.735078307559405
R,63.80562920937672
S,27.173518865706605
T,81.34612739552611
P,61.49585041649058
Q,74.31936565092768
R,81.50234843448817
S,26.08810770009759
T,74.62459672461941
P,42.123364878737505
Q,28.72500219682739
R,63.64139169014287
S,53.4561521966563
T,22.212124914682207
P,11.012384806833364
Q,85.78365809722825
R,34.51430693019624
S,11.635154358509505
T,24.190254839600605
P,52.87113977839172
Q,65.52612347652236
R,33.20725923595452
S,70.91422431859277
T,73.64651014711833
P,52.555792362286645
Q,53.99096115926027
R,10.624337545826592
S,95.47634772872262
T,28.773202728243778
P,89.3530785930685
Q,40.74028939090759
R,53.37175582214737
S,11.608650006228215
T,13.693116499293474
P,55.65895441397188
Q,93.25251501404807
R,85.43246935010028
S,54.827947881776524
T,57.356962411621375
P,29.94636577467779
Q,23.782143295489185
R,48.00913935199231
S,26.695369331691438
T,45.686977111541424
P,59.16556700518238
Q,83.25381953084135
R,94.38433111001314
S,44.06415598199067
T,68.2081571656417
P,78.12827641248234
Q,52.09421359252005
R,60.99421076897272
S,19.546690864622846
T,48.43061268243872
P,39.072852865377314
Q,51.67383271238236
R,25.84037296565051
S,37.47734767751079
T,12.88929181099374
P,50.58979893775778
Q,96.05459226942024
R,95.27707916566244
S,10.188313623827622
T,77.34041721341039
P,27.44592446999729
Q,21.33493311645963
R,47.807583083736084
S,47.24820425019395
T,96.78076119776011
P,15.751015577482601
Q,31.238100737015923
R,70.50870924343627
S,62.80626214892216
T,70.28980366097304
P,38.1907591023697
Q,11.820203482219206
R,26.120693229383257
S,94.44717201892765
T,32.53122335990965
P,65.10554031093156
Q,36.00872884726851
R,55.23412310531139
S,75.00107709494435
T,40.65292702969094
P,55.79861713610746
Q,67.934994752191
R,53.46717238165624
S,12.478239774629008
T,82.95710489654861
P,10.690256276188814
Q,48.25315211893959
R,16.18073736923493
S,40.3558259904371
T,28.044159879586374
P,34.28086027880718
Q,61.105544262986896
R,63.83705353622728
S,61.331024924634974
T,96.87343387900634
P,50.42118002118661
Q,56.85523741553355
R,22.1773044077678
S,34.24428596529846
T,85.13369890537687
P,88.29805024056249
Q,17.381701199361277
R,44.35816613736395
S,15.793486033718974
T,75.8292888133952
P,54.030237278305044
Q,99.96347301856783
R,97.40796925484968
S,30.514165553607054
T,39.25130375460818
P,27.335974605269016
Q,28.76438387665489
R,49.92475585253304
S,29.393380228540142
T,85.27943846020267
P,93.65729314277063
Q,32.200618206864746
R,45.723492046870696
S,19.365460852607086
T,36.498259416653866
P,85.86782428392675
Q,68.76663074660357
R,90.58676171782815
S,49.771630136953085
T,82.12500258178038
P,27.87790638681466
Q,48.817187293709424
R,71.09229471332443
S,86.80988996838553
T,35.771521676575446
P,87.5395703524179
Q,26.584975559150756
R,40.53196092822567
S,40.47346611031256
T,90.04425116355485
P,54.10863672978856
Q,88.12302234571732
R,57.63954772099076
S,18.136194789324584
T,35.12287305103875
P,63.35504163160884
Q,70.57900224135594
R,98.11037756256864
S,55.48086406791604
T,35.751542775440306
P,81.36908827093598
Q,16.539431787471322
R,24.338501459516667
S,71.71389785640243
T,49.11953285719346
P,29.85484870493392
Q,87.36613666323922
R,23.454206718839917
S,88.4969041118567
T,20.55133594261993
P,17.67540315460564
Q,58.10666308714792
R,61.65118925483954
S,57.14479625535701
T,53.28661594659182
P,25.493213526391457
Q,53.00877659238029
R,83.22147986853139
S,66.39579205953231
T,14.366227490551253
P,63.06086936654429
Q,20.061566017582038
R,49.659047289916494
S,78.0963333510597
T,83.85097408338949
P,76.42180520192568
Q,25.51642344626535
R,59.958208580858205
S,37.10070463816867
T,45.9560269468967
P,43.1913137910391
Q,64.75432468313545
R,56.27457814271908
S,74.21068863831117
T,34.669891450162794
P,61.55193847583682
Q,53.06209047344344
R,75.47102036801242
S,62.605069579562354
T,82.29513310661574
P,81.98581128820899
Q,35.77182490485828
R,99.77711462740388
S,86.11434884264112
T,93.94494808317395
P,35.214229107340664
Q,84.06236249555661
R,52.78519200987258
S,89.19621489367783
T,35.911366606207956
P,45.47673189397472
Q,96.9705933821877
R,70.16217568741757
S,98.00650209685111
T,14.051901801672008
P,53.35191217458278
Q,85.28502667079192
R,68.70603442522066
S,55.76830568340963
T,73.04466622780471
P,76.22560027728012
Q,36.10400610840741
R,73.57907180717137
S,92.5748788072676
T,35.726262688822935
P,11.826139327051278
Q,69.12803300333287
R,77.34009526343112
S,95.73242290100931
T,99.28584054008364
P,72.20653227002606
Q,23.0163688975966
R,94.13272615959386
S,98.94166599884183
T,63.47036586011733
P,84.85439987273536
Q,14.538813171692675
R,65.73478287310928
S,34.19143386683911
T,47.94239306327174
P,26.884315015940032
Q,29.927102152582993
R,37.108628086351715
S,73.61196011228192
T,98.93376325355904
P,33.80699209658991
Q,29.320495549114543
R,99.82188865447053
S,94.42096109805914
T,81.07067397756217
P,76.11155507154616
Q,18.373621792885977
R,70.42467957856364
S,57.7553449689119
T,64.73734296895174
P,43.37591883610868
Q,64.50443855959455
R,31.832368787915748
S,13.62467670653114
T,91.88245450994529
P,64.92796995506765
Q,78.22403506705561
R,67.09352239916508
S,52.64496551070369
T,93.19769648434412
P,47.50316679309137
Q,55.96326460266597
R,46.71802055540409
S,72.19461900806084
T,29.143402538286352
P,58.12641407977008
Q,55.31618575274837
R,83.5586652697347
S,31.685155504425854
T,86.13119948215956
P,25.97455868890401
Q,70.30565703099231
R,56.15003476664681
S,71.48624435249843
T,78.68167829395776
P,57.73746075509867
Q,51.2465110569079
R,68.8928066416531
S,53.33378849542668
T,39.95621836974779
P,64.6290182316364
Q,34.825127790294204
R,82.1207228074279
S,18.837244451530477
T,96.66598460906768
P,51.43216630744148
Q,59.057561157167925
R,41.83761081964908
S,62.205708364111764
