label,value
P,11.738157845154841
Q,38.09422603167346
R,33.08895461381884
S,33.99491065696622
T,21.07643733890462
P,50.18409075705067
Q,63.47582898829515
R,13.63379360072976
S,52.1917096201944
T,26.885473389587844
P,84.96290421953643
Q,63.72490637821581
R,93.56662053672481
S,95.5321922599545
T,83.61276676575106
P,90.8352877576275
Q,38.849900144118564
R,71.54540751775501
S,49.004158061072225
T,70.70560612596981
P,91.53236414317377
Q,77.60001051366025
R,22.114562510127634
S,59.33578119017741
T,94.33099403066024
P,30.160896077779675
Q,50.85098992219921
R,61.32780460599817
S,15.100603149725082
T,17.29611547715666
P,56.081883696942256
Q,11.16393092013874
R,64.96221302914336
S,58.20103682181763
T,96.89174675469475
P,69.0347911876859
Q,30.764077498465472
R,35.0202414380217
S,13.73305235600072
T,83.22377244019052
P,70.68281132315259
Q,48.82683845447761
R,52.70450527104323
S,12.568717993482984
T,75.34750663169973
P,15.640398627088127
Q,48.071001430219255
R,14.87937144724505
S,78.65501875924996
T,40.736694344636675
P,73.78015395905521
Q,66.08779072329249
R,60.91415201926823
S,75.53231092806789
T,93.76371381725423
P,40.26699250342327
Q,38.21007579301601
R,27.47536346752554
S,48.59341501321085
T,24.719218681513972
P,89.0473143341337
Q,96.69031287096584
R,98.74435954780132
S,55.74822924921368
T,31.46390196298719
P,15.514330663285735
Q,92.68252829802253
R,42.146825423458765
S,71.14853255703878
T,69.80774207898392
P,77.92943940853648
Q,15.17757009581248
R,72.81874406090182
S,95.32336692474317
T,22.646473402713053
P,77.3352942336887
Q,80.86280673389633
R,65.6247703287919
S,93.8472729913894
T,56.191239309199815
P,99.6172153105756
Q,25.351423654757923
R,42.18913244806536
S,19.444671464873583
T,53.07253361654921
P,64.59853027545248
Q,45.50765862135017
R,14.619021260877842
S,87.09442671444219
T,55.75400348037725
P,39.88899376645607
Q,47.42331347686153
R,58.10594281921312
S,22.77087305363641
T,50.35793655817223
P,41.23104448176453
Q,97.42911096318441
R,76.07756605207355
S,43.855117810295596
T,33.861376691136016
P,37.45253432144952
Q,30.923858283107457
R,48.58271610128213
S,96.78995684262792
T,14.514348709044157
P,56.94941072467443
Q,26.293203700544755
R,34.23600029180582
S,58.258036068036326
T,77.47378751505578
P,76.4846342670584
Q,24.632104691249403
R,75.42261966867682
S,19.527684928655148
T,67.5643870261562
P,21.12899989201283
Q,96.87942101012271
R,29.443631614783982
S,21.870100777628778
T,24.93200664530528
P,82.28279724205092
Q,83.23300329568963
R,91.22366550705107
S,47.96527517336142
T,17.71181946689334
P,86.271448298564
Q,59.088267876234056
R,98.25429102425845
S,42.23182633647118
T,36.66487081025497
P,52.50689177215186
Q,11.542893073767898
R,57.347508005318886
S,48.945973527427796
T,56.78316462884056
P,19.210566406268754
Q,83.78616002670701
R,22.258557980419038
S,95.82683830312952
T,87.97484402803079
P,71.45538854808127
Q,20.98694980754671
R,14.983884671893993
S,56.53963610133284
T,91.82626906713033
P,47.225689047214956
Q,63.761346341978346
R,45.9295746787179
S,54.3863636907731
T,59.36060486498545
P,22.62211623179742
Q,86.72690324535917
R,19.67257695904875
S,71.89559160317728
T,63.65461265863996
P,31.431439990000765
Q,65.98605413258039
R,78.52225683205633
S,37.038457303945016
T,96.27851155952511
P,82.80452849910456
Q,38.982386813835504
R,73.72940179827609
S,41.109114561144025
T,69.59727465559988
P,92.85402752854289
Q,97.36793069101276
R,59.034616338441445
S,34.275379203163695
T,10.816530494381393
P,28.47114693160143
Q,53.15323682924539
R,11.92671321434476
S,93.0306840255003
T,37.949570069022734
P,14.354280559641316
Q,89.88485728414041
R,45.59625643172104
S,44.99156131743704
T,94.99698417366476
P,55.026134204349745
Q,46.480329003192566
R,99.5522477148876
S,26.35823331764009
T,82.29644809724913
P,29.734952461937326
Q,35.22259162086722
R,40.00529745416112
S,18.485375108491887
T,88.16310479105967
