label,value
P,69.77958006006261
Q,84.85218443563186
R,39.68262286248937
S,28.97788990024051
T,41.303171780096946
P,26.95574336063693
Q,67.07533077228716
R,45.0560185603519
S,23.247219342555372
T,34.17661873818872
P,83.54782733494963
Q,47.61178983508375
R,35.07277651468473
S,13.462237332268526
T,86.41870688383982
P,54.07104334536298
Q,91.28825834533936
R,15.282888150740403
S,38.150830525696435
T,85.54298300269049
P,86.48536940836
Q,63.036322388225784
R,24.983292316436803
S,39.796624436348935
T,74.11565672447948
P,45.72361617925701
Q,12.777691144038307
R,78.07943451993415
S,14.810064154307502
T,21.43200989384144
P,75.00951348074298
Q,42.9062900801524
R,32.562308016505746
S,11.421826991661169
T,10.602931944177536
P,87.92353208560405
Q,75.12351324086762
R,43.482210186263394
S,58.74734838462425
T,74.13169736864228
P,79.3062526404932
Q,70.52799939475591
R,61.711683894579
S,13.319021523944228
T,54.725941526267285
P,44.063897546173536
Q,52.556122459801195
R,83.0429815164864
S,77.32467992758635
T,67.84016270274742
P,28.246685830772662
Q,26.14998810340209
R,28.894251967934775
S,92.43732405064564
T,35.666400042007396
P,97.84699953188307
Q,11.021436104813695
R,75.76422239897413
S,84.7469488540113
T,53.5424322853446
P,12.11547445479302
Q,38.907510415080864
R,14.426491333584227
S,51.84481426809142
T,41.57402906623634
P,74.73148550957605
Q,78.99923184993027
R,10.939175202202513
S,21.39085799450578
T,24.35347881923486
P,71.28471848068732
Q,61.9364854528831
R,21.972452244610267
S,58.6969745592953
T,24.547241869832767
P,49.762207821968595
Q,73.75288304733559
R,34.08003606239326
S,98.73677939217947
T,20.44507650230841
P,49.727958910832626
Q,64.71695640837297
R,23.430675773659402
S,29.703012849998437
T,16.48145685795591
P,31.107310181946954
Q,50.820536644518356
R,96.1358375499673
S,50.132093596662315
T,75.21704650714138
P,28.62571280237073
Q,62.921818546710355
R,83.28258181560184
S,13.072913772452015
T,95.52506316223631
P,17.629777141807157
Q,96.18477525412335
R,22.731403262784795
S,45.514750718823684
T,86.25270428624466
P,29.7157608265148
Q,99.05681582399092
R,56.09199731636352
S,57.83270507354294
T,85.7668160306916
P,86.19408665831571
Q,71.96704662965388
R,33.05327620195979
S,19.036203864101445
T,96.914699002772
P,97.05983731577182
Q,92.12177598234474
R,77.28520266726555
S,95.92416927797606
T,55.168298659638495
P,17.08379775221222
Q,84.00158457615767
R,96.36358172065434
S,56.00444109709794
T,23.732580975835333
P,25.412890320208696
Q,52.66480901154853
R,46.54789197973784
S,75.37370380646631
T,56.08367994338914
P,31.40784565541038
Q,51.04961577955144
R,95.31430981185592
S,35.51765671543446
T,58.033829231984974
P,57.38966212829033
Q,34.820649429741934
R,94.59410378008262
S,21.918313174608485
T,76.9091459269699
P,19.99171337704719
Q,72.45088334919986
R,49.90980546449374
S,64.18340254954822
T,37.71784317257931
P,57.283984595476966
Q,86.70750181552881
R,47.0378042537622
S,30.256863964052986
